OBJEK,ATNAM,ATWRT
100000000000005769_BT264256,INCYTE_API_BATCH,API-319775
100000000000005769_BT264256,INCYTE_COMMON_BLEND_BATCH,CB-152587
100000000000005769_BT264256,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005769_BT264256,PRODUCTION_VERSION,PV-7
100000000000005769_BT264256,PROD_VERSION_DESCRIPTION,Production Version 12
100000000000005769_BT264256,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005769_BT264256,USAGE_DECISION,REJECTED
100000000000005769_BT264256,BATCH_USAGE_IN_ORDERS,YES
100000000000005769_BT264256,PRODUCTION_DATE,2025-09-19
100000000000005770_BT304875,LOT_SUITABLE_COUNTRY,"FI,KR,NL,PT,SE"
100000000000005770_BT304875,LOT_NOT_SUITABLE_COUNTRY,"BR,ES,PL"
100000000000005770_BT304875,LOT_STATUS,ACTIVE
100000000000005770_BT304875,INCYTE_BS_BATCH,BS-046789
100000000000005770_BT304875,INCYTE_DP_BATCH,DP-203144
100000000000005770_BT304875,INCYTE_API_BATCH,API-820776
100000000000005770_BT304875,INCYTE_COMMON_BLEND_BATCH,CB-438625
100000000000005770_BT304875,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005770_BT304875,PRODUCTION_VERSION,PV-8
100000000000005770_BT304875,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000005770_BT304875,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005770_BT304875,USAGE_DECISION,QUARANTINE
100000000000005770_BT304875,BATCH_USAGE_IN_ORDERS,NO
100000000000005770_BT304875,PRODUCTION_DATE,2024-05-26
100000000000005770_BT761776,LOT_SUITABLE_COUNTRY,"CA,DK,FI,FR,IE,IT,JP"
100000000000005770_BT761776,LOT_NOT_SUITABLE_COUNTRY,"KR,UK,US"
100000000000005770_BT761776,LOT_STATUS,ACTIVE
100000000000005770_BT761776,INCYTE_BS_BATCH,BS-163097
100000000000005770_BT761776,INCYTE_DP_BATCH,DP-291670
100000000000005770_BT761776,INCYTE_API_BATCH,API-580371
100000000000005770_BT761776,INCYTE_COMMON_BLEND_BATCH,CB-893166
100000000000005770_BT761776,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005770_BT761776,PRODUCTION_VERSION,PV-5
100000000000005770_BT761776,PROD_VERSION_DESCRIPTION,Production Version 12
100000000000005770_BT761776,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005770_BT761776,USAGE_DECISION,RELEASED
100000000000005770_BT761776,BATCH_USAGE_IN_ORDERS,YES
100000000000005770_BT761776,PRODUCTION_DATE,2023-10-25
100000000000005771_BT904550,LOT_SUITABLE_COUNTRY,"AU,CA,DE,TH,UK"
100000000000005771_BT904550,LOT_NOT_SUITABLE_COUNTRY,"JP,NO"
100000000000005771_BT904550,LOT_STATUS,ACTIVE
100000000000005771_BT904550,INCYTE_BS_BATCH,BS-679236
100000000000005771_BT904550,INCYTE_DP_BATCH,DP-510847
100000000000005771_BT904550,INCYTE_API_BATCH,API-176321
100000000000005771_BT904550,INCYTE_COMMON_BLEND_BATCH,CB-386499
100000000000005771_BT904550,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005771_BT904550,PRODUCTION_VERSION,PV-13
100000000000005771_BT904550,PROD_VERSION_DESCRIPTION,Production Version 1
100000000000005771_BT904550,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005771_BT904550,USAGE_DECISION,RELEASED
100000000000005771_BT904550,BATCH_USAGE_IN_ORDERS,YES
100000000000005771_BT904550,PRODUCTION_DATE,2023-03-25
100000000000005771_BT253681,LOT_SUITABLE_COUNTRY,"DK,ES,IE,PT"
100000000000005771_BT253681,LOT_NOT_SUITABLE_COUNTRY,"DE,FI,FR,US"
100000000000005771_BT253681,LOT_STATUS,EXPIRED
100000000000005771_BT253681,INCYTE_BS_BATCH,BS-041688
100000000000005771_BT253681,INCYTE_DP_BATCH,DP-542199
100000000000005771_BT253681,INCYTE_API_BATCH,API-136999
100000000000005771_BT253681,INCYTE_COMMON_BLEND_BATCH,CB-622564
100000000000005771_BT253681,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005771_BT253681,PRODUCTION_VERSION,PV-9
100000000000005771_BT253681,PROD_VERSION_DESCRIPTION,Production Version 5
100000000000005771_BT253681,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005771_BT253681,USAGE_DECISION,RELEASED
100000000000005771_BT253681,BATCH_USAGE_IN_ORDERS,NO
100000000000005771_BT253681,PRODUCTION_DATE,2023-11-11
100000000000005772_BT422308,LOT_SUITABLE_COUNTRY,"BR,FI,PH,UK,US"
100000000000005772_BT422308,LOT_NOT_SUITABLE_COUNTRY,"ES,JP"
100000000000005772_BT422308,LOT_STATUS,BLOCKED
100000000000005772_BT422308,INCYTE_BS_BATCH,BS-861341
100000000000005772_BT422308,INCYTE_DP_BATCH,DP-528368
100000000000005772_BT422308,INCYTE_API_BATCH,API-180030
100000000000005772_BT422308,INCYTE_COMMON_BLEND_BATCH,CB-037779
100000000000005772_BT422308,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005772_BT422308,PRODUCTION_VERSION,PV-10
100000000000005772_BT422308,PROD_VERSION_DESCRIPTION,Production Version 6
100000000000005772_BT422308,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005772_BT422308,USAGE_DECISION,RELEASED
100000000000005772_BT422308,BATCH_USAGE_IN_ORDERS,YES
100000000000005772_BT422308,PRODUCTION_DATE,2025-07-10
100000000000005772_BT164316,LOT_SUITABLE_COUNTRY,"BR,CA,CH,NO,PT,TH"
100000000000005772_BT164316,LOT_NOT_SUITABLE_COUNTRY,CN
100000000000005772_BT164316,LOT_STATUS,ACTIVE
100000000000005772_BT164316,INCYTE_BS_BATCH,BS-824385
100000000000005772_BT164316,INCYTE_DP_BATCH,DP-499042
100000000000005772_BT164316,INCYTE_API_BATCH,API-988805
100000000000005772_BT164316,INCYTE_COMMON_BLEND_BATCH,CB-607336
100000000000005772_BT164316,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005772_BT164316,PRODUCTION_VERSION,PV-4
100000000000005772_BT164316,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000005772_BT164316,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005772_BT164316,USAGE_DECISION,RELEASED
100000000000005772_BT164316,BATCH_USAGE_IN_ORDERS,YES
100000000000005772_BT164316,PRODUCTION_DATE,2025-03-16
100000000000005772_BT619195,LOT_SUITABLE_COUNTRY,"AT,AU,BE,CA,FI,MY,TH"
100000000000005772_BT619195,LOT_NOT_SUITABLE_COUNTRY,"DE,FR,JP,ZA"
100000000000005772_BT619195,LOT_STATUS,ACTIVE
100000000000005772_BT619195,INCYTE_BS_BATCH,BS-045359
100000000000005772_BT619195,INCYTE_DP_BATCH,DP-509492
100000000000005772_BT619195,INCYTE_API_BATCH,API-822282
100000000000005772_BT619195,INCYTE_COMMON_BLEND_BATCH,CB-650539
100000000000005772_BT619195,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005772_BT619195,PRODUCTION_VERSION,PV-5
100000000000005772_BT619195,PROD_VERSION_DESCRIPTION,Production Version 8
100000000000005772_BT619195,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005772_BT619195,USAGE_DECISION,REJECTED
100000000000005772_BT619195,BATCH_USAGE_IN_ORDERS,YES
100000000000005772_BT619195,PRODUCTION_DATE,2025-07-16
100000000000005773_BT229112,LOT_SUITABLE_COUNTRY,"BE,DE,IE,US"
100000000000005773_BT229112,LOT_NOT_SUITABLE_COUNTRY,"CA,DK,PL,SG"
100000000000005773_BT229112,LOT_STATUS,EXPIRED
100000000000005773_BT229112,INCYTE_BS_BATCH,BS-831224
100000000000005773_BT229112,INCYTE_DP_BATCH,DP-485536
100000000000005773_BT229112,INCYTE_API_BATCH,API-985719
100000000000005773_BT229112,INCYTE_COMMON_BLEND_BATCH,CB-658698
100000000000005773_BT229112,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005773_BT229112,PRODUCTION_VERSION,PV-15
100000000000005773_BT229112,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000005773_BT229112,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005773_BT229112,USAGE_DECISION,RELEASED
100000000000005773_BT229112,BATCH_USAGE_IN_ORDERS,YES
100000000000005773_BT229112,PRODUCTION_DATE,2025-10-12
100000000000005773_BT030739,LOT_SUITABLE_COUNTRY,"CH,DE,ES"
100000000000005773_BT030739,LOT_NOT_SUITABLE_COUNTRY,"MY,SG,ZA"
100000000000005773_BT030739,LOT_STATUS,ACTIVE
100000000000005773_BT030739,INCYTE_BS_BATCH,BS-105329
100000000000005773_BT030739,INCYTE_DP_BATCH,DP-953275
100000000000005773_BT030739,INCYTE_API_BATCH,API-752220
100000000000005773_BT030739,INCYTE_COMMON_BLEND_BATCH,CB-579771
100000000000005773_BT030739,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005773_BT030739,PRODUCTION_VERSION,PV-13
100000000000005773_BT030739,PROD_VERSION_DESCRIPTION,Production Version 1
100000000000005773_BT030739,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005773_BT030739,USAGE_DECISION,QUARANTINE
100000000000005773_BT030739,BATCH_USAGE_IN_ORDERS,YES
100000000000005773_BT030739,PRODUCTION_DATE,2025-06-18
100000000000005774_BT293307,LOT_SUITABLE_COUNTRY,"AU,CH,FR,TH"
100000000000005774_BT293307,LOT_NOT_SUITABLE_COUNTRY,"MX,SE,SG"
100000000000005774_BT293307,LOT_STATUS,BLOCKED
100000000000005774_BT293307,INCYTE_BS_BATCH,BS-658859
100000000000005774_BT293307,INCYTE_DP_BATCH,DP-022671
100000000000005774_BT293307,INCYTE_API_BATCH,API-917339
100000000000005774_BT293307,INCYTE_COMMON_BLEND_BATCH,CB-170018
100000000000005774_BT293307,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005774_BT293307,PRODUCTION_VERSION,PV-2
100000000000005774_BT293307,PROD_VERSION_DESCRIPTION,Production Version 15
100000000000005774_BT293307,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005774_BT293307,USAGE_DECISION,REJECTED
100000000000005774_BT293307,BATCH_USAGE_IN_ORDERS,YES
100000000000005774_BT293307,PRODUCTION_DATE,2023-03-06
100000000000005774_BT751873,LOT_SUITABLE_COUNTRY,"JP,PH,UK"
100000000000005774_BT751873,LOT_NOT_SUITABLE_COUNTRY,"BR,FR,MY,ZA"
100000000000005774_BT751873,LOT_STATUS,ACTIVE
100000000000005774_BT751873,INCYTE_BS_BATCH,BS-550109
100000000000005774_BT751873,INCYTE_DP_BATCH,DP-495244
100000000000005774_BT751873,INCYTE_API_BATCH,API-438958
100000000000005774_BT751873,INCYTE_COMMON_BLEND_BATCH,CB-975644
100000000000005774_BT751873,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005774_BT751873,PRODUCTION_VERSION,PV-7
100000000000005774_BT751873,PROD_VERSION_DESCRIPTION,Production Version 9
100000000000005774_BT751873,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005774_BT751873,USAGE_DECISION,RELEASED
100000000000005774_BT751873,BATCH_USAGE_IN_ORDERS,NO
100000000000005774_BT751873,PRODUCTION_DATE,2025-12-19
100000000000005775_BT765614,LOT_SUITABLE_COUNTRY,"BE,IE,MX,PT,US"
100000000000005775_BT765614,LOT_NOT_SUITABLE_COUNTRY,"MY,SG,TH,ZA"
100000000000005775_BT765614,LOT_STATUS,ACTIVE
100000000000005775_BT765614,INCYTE_BS_BATCH,BS-462484
100000000000005775_BT765614,INCYTE_DP_BATCH,DP-268556
100000000000005775_BT765614,INCYTE_API_BATCH,API-110196
100000000000005775_BT765614,INCYTE_COMMON_BLEND_BATCH,CB-508906
100000000000005775_BT765614,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005775_BT765614,PRODUCTION_VERSION,PV-3
100000000000005775_BT765614,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000005775_BT765614,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005775_BT765614,USAGE_DECISION,RELEASED
100000000000005775_BT765614,BATCH_USAGE_IN_ORDERS,NO
100000000000005775_BT765614,PRODUCTION_DATE,2024-04-13
100000000000005776_BT787750,LOT_SUITABLE_COUNTRY,"CH,FI,PT,ZA"
100000000000005776_BT787750,LOT_NOT_SUITABLE_COUNTRY,"KR,PL"
100000000000005776_BT787750,LOT_STATUS,ACTIVE
100000000000005776_BT787750,INCYTE_BS_BATCH,BS-085719
100000000000005776_BT787750,INCYTE_DP_BATCH,DP-104152
100000000000005776_BT787750,INCYTE_API_BATCH,API-501390
100000000000005776_BT787750,INCYTE_COMMON_BLEND_BATCH,CB-299923
100000000000005776_BT787750,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005776_BT787750,PRODUCTION_VERSION,PV-3
100000000000005776_BT787750,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000005776_BT787750,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005776_BT787750,USAGE_DECISION,REJECTED
100000000000005776_BT787750,BATCH_USAGE_IN_ORDERS,NO
100000000000005776_BT787750,PRODUCTION_DATE,2025-10-28
100000000000005776_BT378365,LOT_SUITABLE_COUNTRY,"IE,JP,NL"
100000000000005776_BT378365,LOT_NOT_SUITABLE_COUNTRY,"PH,SG,US"
100000000000005776_BT378365,LOT_STATUS,EXPIRED
100000000000005776_BT378365,INCYTE_BS_BATCH,BS-432420
100000000000005776_BT378365,INCYTE_DP_BATCH,DP-831521
100000000000005776_BT378365,INCYTE_API_BATCH,API-584417
100000000000005776_BT378365,INCYTE_COMMON_BLEND_BATCH,CB-691726
100000000000005776_BT378365,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005776_BT378365,PRODUCTION_VERSION,PV-13
100000000000005776_BT378365,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000005776_BT378365,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005776_BT378365,USAGE_DECISION,RELEASED
100000000000005776_BT378365,BATCH_USAGE_IN_ORDERS,YES
100000000000005776_BT378365,PRODUCTION_DATE,2023-05-14
100000000000005777_BT114366,LOT_SUITABLE_COUNTRY,"BE,ES,FI,IE,SG,TH,ZA"
100000000000005777_BT114366,LOT_NOT_SUITABLE_COUNTRY,"DK,PL"
100000000000005777_BT114366,LOT_STATUS,ACTIVE
100000000000005777_BT114366,INCYTE_BS_BATCH,BS-241448
100000000000005777_BT114366,INCYTE_DP_BATCH,DP-941738
100000000000005777_BT114366,INCYTE_API_BATCH,API-446041
100000000000005777_BT114366,INCYTE_COMMON_BLEND_BATCH,CB-003835
100000000000005777_BT114366,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005777_BT114366,PRODUCTION_VERSION,PV-3
100000000000005777_BT114366,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000005777_BT114366,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005777_BT114366,USAGE_DECISION,RELEASED
100000000000005777_BT114366,BATCH_USAGE_IN_ORDERS,NO
100000000000005777_BT114366,PRODUCTION_DATE,2024-10-30
100000000000005778_BT867661,LOT_SUITABLE_COUNTRY,"BE,CA,KR,PL,SG,TH,UK"
100000000000005778_BT867661,LOT_NOT_SUITABLE_COUNTRY,AT
100000000000005778_BT867661,LOT_STATUS,BLOCKED
100000000000005778_BT867661,INCYTE_BS_BATCH,BS-532582
100000000000005778_BT867661,INCYTE_DP_BATCH,DP-980953
100000000000005778_BT867661,INCYTE_API_BATCH,API-468601
100000000000005778_BT867661,INCYTE_COMMON_BLEND_BATCH,CB-600988
100000000000005778_BT867661,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005778_BT867661,PRODUCTION_VERSION,PV-1
100000000000005778_BT867661,PROD_VERSION_DESCRIPTION,Production Version 1
100000000000005778_BT867661,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005778_BT867661,USAGE_DECISION,RELEASED
100000000000005778_BT867661,BATCH_USAGE_IN_ORDERS,YES
100000000000005778_BT867661,PRODUCTION_DATE,2025-04-16
100000000000005778_BT738114,LOT_SUITABLE_COUNTRY,"AT,BE,DE,FI,NO,PH,PL,TH"
100000000000005778_BT738114,LOT_NOT_SUITABLE_COUNTRY,"CN,FR,IE,IT"
100000000000005778_BT738114,LOT_STATUS,ACTIVE
100000000000005778_BT738114,INCYTE_BS_BATCH,BS-974450
100000000000005778_BT738114,INCYTE_DP_BATCH,DP-289137
100000000000005778_BT738114,INCYTE_API_BATCH,API-931187
100000000000005778_BT738114,INCYTE_COMMON_BLEND_BATCH,CB-501557
100000000000005778_BT738114,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005778_BT738114,PRODUCTION_VERSION,PV-1
100000000000005778_BT738114,PROD_VERSION_DESCRIPTION,Production Version 8
100000000000005778_BT738114,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005778_BT738114,USAGE_DECISION,RELEASED
100000000000005778_BT738114,BATCH_USAGE_IN_ORDERS,YES
100000000000005778_BT738114,PRODUCTION_DATE,2025-07-28
100000000000005779_BT309553,LOT_SUITABLE_COUNTRY,"BE,IN,NO"
100000000000005779_BT309553,LOT_NOT_SUITABLE_COUNTRY,"ES,MX,PH"
100000000000005779_BT309553,LOT_STATUS,ACTIVE
100000000000005779_BT309553,INCYTE_BS_BATCH,BS-762003
100000000000005779_BT309553,INCYTE_DP_BATCH,DP-460240
100000000000005779_BT309553,INCYTE_API_BATCH,API-127254
100000000000005779_BT309553,INCYTE_COMMON_BLEND_BATCH,CB-613108
100000000000005779_BT309553,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005779_BT309553,PRODUCTION_VERSION,PV-4
100000000000005779_BT309553,PROD_VERSION_DESCRIPTION,Production Version 3
100000000000005779_BT309553,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005779_BT309553,USAGE_DECISION,RELEASED
100000000000005779_BT309553,BATCH_USAGE_IN_ORDERS,NO
100000000000005779_BT309553,PRODUCTION_DATE,2023-06-23
100000000000005779_BT533107,LOT_SUITABLE_COUNTRY,"CH,CN,DE,FR,IT,NL,SE,TH"
100000000000005779_BT533107,LOT_NOT_SUITABLE_COUNTRY,"DK,JP"
100000000000005779_BT533107,LOT_STATUS,ACTIVE
100000000000005779_BT533107,INCYTE_BS_BATCH,BS-744003
100000000000005779_BT533107,INCYTE_DP_BATCH,DP-837041
100000000000005779_BT533107,INCYTE_API_BATCH,API-090977
100000000000005779_BT533107,INCYTE_COMMON_BLEND_BATCH,CB-171203
100000000000005779_BT533107,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005779_BT533107,PRODUCTION_VERSION,PV-13
100000000000005779_BT533107,PROD_VERSION_DESCRIPTION,Production Version 2
100000000000005779_BT533107,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005779_BT533107,USAGE_DECISION,RELEASED
100000000000005779_BT533107,BATCH_USAGE_IN_ORDERS,YES
100000000000005779_BT533107,PRODUCTION_DATE,2023-12-10
100000000000005779_BT758950,LOT_SUITABLE_COUNTRY,"BE,CN,IE,JP,MX,NO,SG,UK"
100000000000005779_BT758950,LOT_NOT_SUITABLE_COUNTRY,"BR,PL,ZA"
100000000000005779_BT758950,LOT_STATUS,EXPIRED
100000000000005779_BT758950,INCYTE_BS_BATCH,BS-713326
100000000000005779_BT758950,INCYTE_DP_BATCH,DP-341013
100000000000005779_BT758950,INCYTE_API_BATCH,API-180670
100000000000005779_BT758950,INCYTE_COMMON_BLEND_BATCH,CB-749025
100000000000005779_BT758950,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005779_BT758950,PRODUCTION_VERSION,PV-3
100000000000005779_BT758950,PROD_VERSION_DESCRIPTION,Production Version 13
100000000000005779_BT758950,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005779_BT758950,USAGE_DECISION,QUARANTINE
100000000000005779_BT758950,BATCH_USAGE_IN_ORDERS,YES
100000000000005779_BT758950,PRODUCTION_DATE,2023-05-04
100000000000005780_BT419605,LOT_SUITABLE_COUNTRY,"AT,BE,CH,IE,IN,JP,ZA"
100000000000005780_BT419605,LOT_NOT_SUITABLE_COUNTRY,"FR,MX,PH,SG"
100000000000005780_BT419605,LOT_STATUS,ACTIVE
100000000000005780_BT419605,INCYTE_BS_BATCH,BS-812491
100000000000005780_BT419605,INCYTE_DP_BATCH,DP-246300
100000000000005780_BT419605,INCYTE_API_BATCH,API-996049
100000000000005780_BT419605,INCYTE_COMMON_BLEND_BATCH,CB-328275
100000000000005780_BT419605,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005780_BT419605,PRODUCTION_VERSION,PV-4
100000000000005780_BT419605,PROD_VERSION_DESCRIPTION,Production Version 14
100000000000005780_BT419605,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005780_BT419605,USAGE_DECISION,QUARANTINE
100000000000005780_BT419605,BATCH_USAGE_IN_ORDERS,NO
100000000000005780_BT419605,PRODUCTION_DATE,2025-05-01
100000000000005781_BT618985,LOT_SUITABLE_COUNTRY,"CN,DE,MX,NO,UK"
100000000000005781_BT618985,LOT_NOT_SUITABLE_COUNTRY,"FR,JP,NL,PH"
100000000000005781_BT618985,LOT_STATUS,ACTIVE
100000000000005781_BT618985,INCYTE_BS_BATCH,BS-450668
100000000000005781_BT618985,INCYTE_DP_BATCH,DP-870752
100000000000005781_BT618985,INCYTE_API_BATCH,API-817871
100000000000005781_BT618985,INCYTE_COMMON_BLEND_BATCH,CB-561634
100000000000005781_BT618985,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005781_BT618985,PRODUCTION_VERSION,PV-5
100000000000005781_BT618985,PROD_VERSION_DESCRIPTION,Production Version 9
100000000000005781_BT618985,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005781_BT618985,USAGE_DECISION,RELEASED
100000000000005781_BT618985,BATCH_USAGE_IN_ORDERS,YES
100000000000005781_BT618985,PRODUCTION_DATE,2023-05-02
100000000000005781_BT867538,LOT_SUITABLE_COUNTRY,"CA,ES,IE,JP,NL"
100000000000005781_BT867538,LOT_NOT_SUITABLE_COUNTRY,CN
100000000000005781_BT867538,LOT_STATUS,ACTIVE
100000000000005781_BT867538,INCYTE_BS_BATCH,BS-414840
100000000000005781_BT867538,INCYTE_DP_BATCH,DP-533189
100000000000005781_BT867538,INCYTE_API_BATCH,API-441854
100000000000005781_BT867538,INCYTE_COMMON_BLEND_BATCH,CB-121521
100000000000005781_BT867538,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005781_BT867538,PRODUCTION_VERSION,PV-6
100000000000005781_BT867538,PROD_VERSION_DESCRIPTION,Production Version 12
100000000000005781_BT867538,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005781_BT867538,USAGE_DECISION,QUARANTINE
100000000000005781_BT867538,BATCH_USAGE_IN_ORDERS,YES
100000000000005781_BT867538,PRODUCTION_DATE,2024-12-09
100000000000005782_BT313228,LOT_SUITABLE_COUNTRY,"AT,DE,ES,FI,IT,NO,PL"
100000000000005782_BT313228,LOT_NOT_SUITABLE_COUNTRY,BR
100000000000005782_BT313228,LOT_STATUS,ACTIVE
100000000000005782_BT313228,INCYTE_BS_BATCH,BS-165582
100000000000005782_BT313228,INCYTE_DP_BATCH,DP-716002
100000000000005782_BT313228,INCYTE_API_BATCH,API-847612
100000000000005782_BT313228,INCYTE_COMMON_BLEND_BATCH,CB-476215
100000000000005782_BT313228,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005782_BT313228,PRODUCTION_VERSION,PV-15
100000000000005782_BT313228,PROD_VERSION_DESCRIPTION,Production Version 4
100000000000005782_BT313228,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005782_BT313228,USAGE_DECISION,RELEASED
100000000000005782_BT313228,BATCH_USAGE_IN_ORDERS,YES
100000000000005782_BT313228,PRODUCTION_DATE,2024-04-15
100000000000005782_BT791746,LOT_SUITABLE_COUNTRY,"AT,CH,JP,UK,US"
100000000000005782_BT791746,LOT_NOT_SUITABLE_COUNTRY,MY
100000000000005782_BT791746,LOT_STATUS,ACTIVE
100000000000005782_BT791746,INCYTE_BS_BATCH,BS-866866
100000000000005782_BT791746,INCYTE_DP_BATCH,DP-021462
100000000000005782_BT791746,INCYTE_API_BATCH,API-651795
100000000000005782_BT791746,INCYTE_COMMON_BLEND_BATCH,CB-391191
100000000000005782_BT791746,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005782_BT791746,PRODUCTION_VERSION,PV-10
100000000000005782_BT791746,PROD_VERSION_DESCRIPTION,Production Version 7
100000000000005782_BT791746,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005782_BT791746,USAGE_DECISION,RELEASED
100000000000005782_BT791746,BATCH_USAGE_IN_ORDERS,YES
100000000000005782_BT791746,PRODUCTION_DATE,2024-07-01
100000000000005783_BT534872,LOT_SUITABLE_COUNTRY,"CN,DK,JP"
100000000000005783_BT534872,LOT_NOT_SUITABLE_COUNTRY,"CA,IT,SE"
100000000000005783_BT534872,LOT_STATUS,ACTIVE
100000000000005783_BT534872,INCYTE_BS_BATCH,BS-124296
100000000000005783_BT534872,INCYTE_DP_BATCH,DP-760115
100000000000005783_BT534872,INCYTE_API_BATCH,API-358405
100000000000005783_BT534872,INCYTE_COMMON_BLEND_BATCH,CB-911700
100000000000005783_BT534872,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005783_BT534872,PRODUCTION_VERSION,PV-7
100000000000005783_BT534872,PROD_VERSION_DESCRIPTION,Production Version 3
100000000000005783_BT534872,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005783_BT534872,USAGE_DECISION,RELEASED
100000000000005783_BT534872,BATCH_USAGE_IN_ORDERS,YES
100000000000005783_BT534872,PRODUCTION_DATE,2023-02-25
100000000000005783_BT250570,LOT_SUITABLE_COUNTRY,"BE,BR,CA,IN,NL"
100000000000005783_BT250570,LOT_NOT_SUITABLE_COUNTRY,IT
100000000000005783_BT250570,LOT_STATUS,ACTIVE
100000000000005783_BT250570,INCYTE_BS_BATCH,BS-095874
100000000000005783_BT250570,INCYTE_DP_BATCH,DP-199295
100000000000005783_BT250570,INCYTE_API_BATCH,API-153573
100000000000005783_BT250570,INCYTE_COMMON_BLEND_BATCH,CB-132065
100000000000005783_BT250570,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005783_BT250570,PRODUCTION_VERSION,PV-1
100000000000005783_BT250570,PROD_VERSION_DESCRIPTION,Production Version 12
100000000000005783_BT250570,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005783_BT250570,USAGE_DECISION,RELEASED
100000000000005783_BT250570,BATCH_USAGE_IN_ORDERS,YES
100000000000005783_BT250570,PRODUCTION_DATE,2025-07-17
100000000000005783_BT214309,LOT_SUITABLE_COUNTRY,"CN,DE,ES,IE,IN,MX,PL,SG"
100000000000005783_BT214309,LOT_NOT_SUITABLE_COUNTRY,"AU,NL,TH"
100000000000005783_BT214309,LOT_STATUS,ACTIVE
100000000000005783_BT214309,INCYTE_BS_BATCH,BS-888348
100000000000005783_BT214309,INCYTE_DP_BATCH,DP-944675
100000000000005783_BT214309,INCYTE_API_BATCH,API-395154
100000000000005783_BT214309,INCYTE_COMMON_BLEND_BATCH,CB-118092
100000000000005783_BT214309,INCYTE_STARTING_MATERIAL_BATCH,""
100000000000005783_BT214309,PRODUCTION_VERSION,PV-13
100000000000005783_BT214309,PROD_VERSION_DESCRIPTION,Production Version 11
100000000000005783_BT214309,PRODUCTION_CAMPAIGN_NUMBER,""
100000000000005783_BT214309,USAGE_DECISION,RELEASED
100000000000005783_BT214309,BATCH_USAGE_IN_ORDERS,YES
100000000000005783_BT214309,PRODUCTION_DATE,2025-12-26
