MANDT,PLNTY,PLNNR,PLNAL,ZAEHL,DATUV,TECHV,AENNR,LOEKZ,PARKZ,ANDAT,ANNAM,AEDAT,AENAM,VERWE,WERKS,STATU,PLNME,LOSVN,LOSBS,VAGRP,AESZN,KTEXT,TXTSP,ABDAT,ABANZ,PROFIDNETZ,KOKRS,QVEWERKS,QVEMENGE,QVEVERSION,QVEDATUM,QVEGRUPPE,QVECODE,QDYNREGEL,QDYNHEAD,QPRZIEHVER,QVERSNPRZV,QKZRASTER,QDYNSTRING,STRAT,PPOOL,ISTRU,IWERK,ANLZU,ARBID,EXTNUM,DELKZ,ARBTY,STUPR,CLNDR,PRTYP,REODAT,NETID,FLG_CHK,PSPNR,TTRAS,KZKFG,PLNNR_ALT,FLG_CAPO,STLTY,STLNR,STLAL,SLWBEZ,PPKZTLZU,CHRULE,CCOAA,ST_ARBID,MEINH,UMREZ,UMREN,BMSCH,ADPSP,MS_FLAG,TSTMP_BW,MES_ROUTINGID,XHIERTL,TL_EXTID
300,R,10004214,05,00004215,20250713,TECH_STATUS_14,CHG000000214,"","",20260212,USER_014,20260212,CHG_USER_014,003,PL15,INAC,EA,15.000,114.000,005,004214,Routing for Material 0214,E,20260212,14,PROF014,K001,PL15,UDSET0014,004214,20260212,UDGRP0014,A002,005,1,SAMP0014,004214,X,0000004214,STR014,PKG014,000000000000100214,PL15,1,00005214,1,"",01,SETUP014,CLEAN014,1,20260212,00006214,X,00007214,004214,X,OLD_000214,X,M,00004214,01,005,1,1,218,00008214,EA,1,1,1.000,REF_ELEMENT_4214,X,1000000000004214,MES_ROUT_4214,X,EXT_TASKLIST_4214
100,N,10004215,01,00004216,20250712,TECH_STATUS_15,CHG000000215,X,"",20260212,USER_015,20260212,CHG_USER_015,001,PL16,HOLD,EA,16.000,115.000,006,004215,Routing for Material 0215,E,20260212,15,PROF015,K001,PL16,UDSET0015,004215,20260212,UDGRP0015,A001,001,1,SAMP0015,004215,X,0000004215,STR015,PKG015,000000000000100215,PL16,1,00005215,1,"",01,SETUP015,CLEAN015,1,20260212,00006215,X,00007215,004215,X,OLD_000215,X,M,00004215,01,001,1,1,219,00008215,EA,1,1,1.000,REF_ELEMENT_4215,X,1000000000004215,MES_ROUT_4215,X,EXT_TASKLIST_4215
200,Q,10004216,02,00004217,20250711,TECH_STATUS_16,CHG000000216,"","",20260212,USER_016,20260212,CHG_USER_016,002,PL17,REL,EA,17.000,116.000,007,004216,Routing for Material 0216,E,20260212,16,PROF016,K001,PL17,UDSET0016,004216,20260212,UDGRP0016,R001,002,1,SAMP0016,004216,X,0000004216,STR016,PKG016,000000000000100216,PL17,1,00005216,1,"",01,SETUP016,CLEAN016,1,20260212,00006216,X,00007216,004216,X,OLD_000216,X,M,00004216,01,002,1,1,220,00008216,EA,1,1,1.000,REF_ELEMENT_4216,X,1000000000004216,MES_ROUT_4216,X,EXT_TASKLIST_4216
300,R,10004217,03,00004218,20250710,TECH_STATUS_17,CHG000000217,"","",20260212,USER_017,20260212,CHG_USER_017,003,PL18,CRTD,EA,18.000,117.000,008,004217,Routing for Material 0217,E,20260212,17,PROF017,K001,PL18,UDSET0017,004217,20260212,UDGRP0017,A002,003,1,SAMP0017,004217,X,0000004217,STR017,PKG017,000000000000100217,PL18,1,00005217,1,"",01,SETUP017,CLEAN017,1,20260212,00006217,X,00007217,004217,X,OLD_000217,X,M,00004217,01,003,1,1,221,00008217,EA,1,1,1.000,REF_ELEMENT_4217,X,1000000000004217,MES_ROUT_4217,X,EXT_TASKLIST_4217
100,N,10004218,04,00004219,20250709,TECH_STATUS_18,CHG000000218,"","",20260212,USER_018,20260212,CHG_USER_018,001,PL19,INAC,EA,19.000,118.000,009,004218,Routing for Material 0218,E,20260212,18,PROF018,K001,PL19,UDSET0018,004218,20260212,UDGRP0018,A002,004,1,SAMP0018,004218,X,0000004218,STR018,PKG018,000000000000100218,PL19,1,00005218,1,"",01,SETUP018,CLEAN018,1,20260212,00006218,X,00007218,004218,X,OLD_000218,X,M,00004218,01,004,1,1,222,00008218,EA,1,1,1.000,REF_ELEMENT_4218,X,1000000000004218,MES_ROUT_4218,X,EXT_TASKLIST_4218
200,Q,10004219,05,00004220,20250708,TECH_STATUS_19,CHG000000219,"","",20260212,USER_019,20260212,CHG_USER_019,002,PL20,HOLD,EA,20.000,119.000,010,004219,Routing for Material 0219,E,20260212,19,PROF019,K001,PL20,UDSET0019,004219,20260212,UDGRP0019,A002,005,1,SAMP0019,004219,X,0000004219,STR019,PKG019,000000000000100219,PL20,1,00005219,1,"",01,SETUP019,CLEAN019,1,20260212,00006219,X,00007219,004219,X,OLD_000219,X,M,00004219,01,005,1,1,223,00008219,EA,1,1,1.000,REF_ELEMENT_4219,X,1000000000004219,MES_ROUT_4219,X,EXT_TASKLIST_4219
300,R,10004220,01,00004221,20250707,TECH_STATUS_00,CHG000000220,"",X,20260212,USER_020,20260212,CHG_USER_020,003,PL01,REL,EA,21.000,120.000,001,004220,Routing for Material 0220,E,20260212,20,PROF020,K001,PL01,UDSET0020,004220,20260212,UDGRP0020,A001,001,1,SAMP0020,004220,X,0000004220,STR020,PKG020,000000000000100220,PL01,1,00005220,1,X,01,SETUP020,CLEAN020,1,20260212,00006220,X,00007220,004220,X,OLD_000220,X,M,00004220,01,001,1,1,224,00008220,EA,1,1,1.000,REF_ELEMENT_4220,X,1000000000004220,MES_ROUT_4220,X,EXT_TASKLIST_4220
100,N,10004221,02,00004222,20250706,TECH_STATUS_01,CHG000000221,"","",20260212,USER_021,20260212,CHG_USER_021,001,PL02,CRTD,EA,22.000,121.000,002,004221,Routing for Material 0221,E,20260212,21,PROF021,K001,PL02,UDSET0021,004221,20260212,UDGRP0021,R001,002,1,SAMP0021,004221,X,0000004221,STR021,PKG021,000000000000100221,PL02,1,00005221,1,"",01,SETUP021,CLEAN021,1,20260212,00006221,X,00007221,004221,X,OLD_000221,X,M,00004221,01,002,1,1,225,00008221,EA,1,1,1.000,REF_ELEMENT_4221,X,1000000000004221,MES_ROUT_4221,X,EXT_TASKLIST_4221
200,Q,10004222,03,00004223,20250705,TECH_STATUS_02,CHG000000222,"","",20260212,USER_022,20260212,CHG_USER_022,002,PL03,INAC,EA,23.000,122.000,003,004222,Routing for Material 0222,E,20260212,22,PROF022,K001,PL03,UDSET0022,004222,20260212,UDGRP0022,A002,003,1,SAMP0022,004222,X,0000004222,STR022,PKG022,000000000000100222,PL03,1,00005222,1,"",01,SETUP022,CLEAN022,1,20260212,00006222,X,00007222,004222,X,OLD_000222,X,M,00004222,01,003,1,1,226,00008222,EA,1,1,1.000,REF_ELEMENT_4222,X,1000000000004222,MES_ROUT_4222,X,EXT_TASKLIST_4222
300,R,10004223,04,00004224,20250704,TECH_STATUS_03,CHG000000223,"","",20260212,USER_023,20260212,CHG_USER_023,003,PL04,HOLD,EA,24.000,123.000,004,004223,Routing for Material 0223,E,20260212,23,PROF023,K001,PL04,UDSET0023,004223,20260212,UDGRP0023,A002,004,1,SAMP0023,004223,X,0000004223,STR023,PKG023,000000000000100223,PL04,1,00005223,1,"",01,SETUP023,CLEAN023,1,20260212,00006223,X,00007223,004223,X,OLD_000223,X,M,00004223,01,004,1,1,227,00008223,EA,1,1,1.000,REF_ELEMENT_4223,X,1000000000004223,MES_ROUT_4223,X,EXT_TASKLIST_4223
100,N,10004224,05,00004225,20250703,TECH_STATUS_04,CHG000000224,"","",20260212,USER_024,20260212,CHG_USER_024,001,PL05,REL,EA,25.000,124.000,005,004224,Routing for Material 0224,E,20260212,24,PROF024,K001,PL05,UDSET0024,004224,20260212,UDGRP0024,A002,005,1,SAMP0024,004224,X,0000004224,STR024,PKG024,000000000000100224,PL05,1,00005224,1,"",01,SETUP024,CLEAN024,1,20260212,00006224,X,00007224,004224,X,OLD_000224,X,M,00004224,01,005,1,1,228,00008224,EA,1,1,1.000,REF_ELEMENT_4224,X,1000000000004224,MES_ROUT_4224,X,EXT_TASKLIST_4224
200,Q,10004225,01,00004226,20250702,TECH_STATUS_05,CHG000000225,"","",20260212,USER_025,20260212,CHG_USER_025,002,PL06,CRTD,EA,26.000,125.000,006,004225,Routing for Material 0225,E,20260212,25,PROF025,K001,PL06,UDSET0025,004225,20260212,UDGRP0025,A001,001,1,SAMP0025,004225,X,0000004225,STR025,PKG025,000000000000100225,PL06,1,00005225,1,"",01,SETUP025,CLEAN025,1,20260212,00006225,X,00007225,004225,X,OLD_000225,X,M,00004225,01,001,1,1,229,00008225,EA,1,1,1.000,REF_ELEMENT_4225,X,1000000000004225,MES_ROUT_4225,X,EXT_TASKLIST_4225
300,R,10004226,02,00004227,20250701,TECH_STATUS_06,CHG000000226,"","",20260212,USER_026,20260212,CHG_USER_026,003,PL07,INAC,EA,27.000,126.000,007,004226,Routing for Material 0226,E,20260212,26,PROF026,K001,PL07,UDSET0026,004226,20260212,UDGRP0026,R001,002,1,SAMP0026,004226,X,0000004226,STR026,PKG026,000000000000100226,PL07,1,00005226,1,"",01,SETUP026,CLEAN026,1,20260212,00006226,X,00007226,004226,X,OLD_000226,X,M,00004226,01,002,1,1,230,00008226,EA,1,1,1.000,REF_ELEMENT_4226,X,1000000000004226,MES_ROUT_4226,X,EXT_TASKLIST_4226
100,N,10004227,03,00004228,20250630,TECH_STATUS_07,CHG000000227,"","",20260212,USER_027,20260212,CHG_USER_027,001,PL08,HOLD,EA,28.000,127.000,008,004227,Routing for Material 0227,E,20260212,27,PROF027,K001,PL08,UDSET0027,004227,20260212,UDGRP0027,A002,003,1,SAMP0027,004227,X,0000004227,STR027,PKG027,000000000000100227,PL08,1,00005227,1,"",01,SETUP027,CLEAN027,1,20260212,00006227,X,00007227,004227,X,OLD_000227,X,M,00004227,01,003,1,1,231,00008227,EA,1,1,1.000,REF_ELEMENT_4227,X,1000000000004227,MES_ROUT_4227,X,EXT_TASKLIST_4227
200,Q,10004228,04,00004229,20250629,TECH_STATUS_08,CHG000000228,"","",20260212,USER_028,20260212,CHG_USER_028,002,PL09,REL,EA,29.000,128.000,009,004228,Routing for Material 0228,E,20260212,28,PROF028,K001,PL09,UDSET0028,004228,20260212,UDGRP0028,A002,004,1,SAMP0028,004228,X,0000004228,STR028,PKG028,000000000000100228,PL09,1,00005228,1,"",01,SETUP028,CLEAN028,1,20260212,00006228,X,00007228,004228,X,OLD_000228,X,M,00004228,01,004,1,1,232,00008228,EA,1,1,1.000,REF_ELEMENT_4228,X,1000000000004228,MES_ROUT_4228,X,EXT_TASKLIST_4228
300,R,10004229,05,00004230,20250628,TECH_STATUS_09,CHG000000229,"","",20260212,USER_029,20260212,CHG_USER_029,003,PL10,CRTD,EA,30.000,129.000,010,004229,Routing for Material 0229,E,20260212,29,PROF029,K001,PL10,UDSET0029,004229,20260212,UDGRP0029,A002,005,1,SAMP0029,004229,X,0000004229,STR029,PKG029,000000000000100229,PL10,1,00005229,1,"",01,SETUP029,CLEAN029,1,20260212,00006229,X,00007229,004229,X,OLD_000229,X,M,00004229,01,005,1,1,233,00008229,EA,1,1,1.000,REF_ELEMENT_4229,X,1000000000004229,MES_ROUT_4229,X,EXT_TASKLIST_4229
100,N,10004230,01,00004231,20250627,TECH_STATUS_10,CHG000000230,X,X,20260212,USER_030,20260212,CHG_USER_030,001,PL11,INAC,EA,31.000,130.000,001,004230,Routing for Material 0230,E,20260212,30,PROF030,K001,PL11,UDSET0030,004230,20260212,UDGRP0030,A001,001,1,SAMP0030,004230,X,0000004230,STR030,PKG030,000000000000100230,PL11,1,00005230,1,"",01,SETUP030,CLEAN030,1,20260212,00006230,X,00007230,004230,X,OLD_000230,X,M,00004230,01,001,1,1,234,00008230,EA,1,1,1.000,REF_ELEMENT_4230,X,1000000000004230,MES_ROUT_4230,X,EXT_TASKLIST_4230
200,Q,10004231,02,00004232,20250626,TECH_STATUS_11,CHG000000231,"","",20260212,USER_031,20260212,CHG_USER_031,002,PL12,HOLD,EA,32.000,131.000,002,004231,Routing for Material 0231,E,20260212,31,PROF031,K001,PL12,UDSET0031,004231,20260212,UDGRP0031,R001,002,1,SAMP0031,004231,X,0000004231,STR031,PKG031,000000000000100231,PL12,1,00005231,1,"",01,SETUP031,CLEAN031,1,20260212,00006231,X,00007231,004231,X,OLD_000231,X,M,00004231,01,002,1,1,235,00008231,EA,1,1,1.000,REF_ELEMENT_4231,X,1000000000004231,MES_ROUT_4231,X,EXT_TASKLIST_4231
300,R,10004232,03,00004233,20250625,TECH_STATUS_12,CHG000000232,"","",20260212,USER_032,20260212,CHG_USER_032,003,PL13,REL,EA,33.000,132.000,003,004232,Routing for Material 0232,E,20260212,32,PROF032,K001,PL13,UDSET0032,004232,20260212,UDGRP0032,A002,003,1,SAMP0032,004232,X,0000004232,STR032,PKG032,000000000000100232,PL13,1,00005232,1,"",01,SETUP032,CLEAN032,1,20260212,00006232,X,00007232,004232,X,OLD_000232,X,M,00004232,01,003,1,1,236,00008232,EA,1,1,1.000,REF_ELEMENT_4232,X,1000000000004232,MES_ROUT_4232,X,EXT_TASKLIST_4232
100,N,10004233,04,00004234,20250624,TECH_STATUS_13,CHG000000233,"","",20260212,USER_033,20260212,CHG_USER_033,001,PL14,CRTD,EA,34.000,133.000,004,004233,Routing for Material 0233,E,20260212,33,PROF033,K001,PL14,UDSET0033,004233,20260212,UDGRP0033,A002,004,1,SAMP0033,004233,X,0000004233,STR033,PKG033,000000000000100233,PL14,1,00005233,1,"",01,SETUP033,CLEAN033,1,20260212,00006233,X,00007233,004233,X,OLD_000233,X,M,00004233,01,004,1,1,237,00008233,EA,1,1,1.000,REF_ELEMENT_4233,X,1000000000004233,MES_ROUT_4233,X,EXT_TASKLIST_4233
200,Q,10004234,05,00004235,20250623,TECH_STATUS_14,CHG000000234,"","",20260212,USER_034,20260212,CHG_USER_034,002,PL15,INAC,EA,35.000,134.000,005,004234,Routing for Material 0234,E,20260212,34,PROF034,K001,PL15,UDSET0034,004234,20260212,UDGRP0034,A002,005,1,SAMP0034,004234,X,0000004234,STR034,PKG034,000000000000100234,PL15,1,00005234,1,"",01,SETUP034,CLEAN034,1,20260212,00006234,X,00007234,004234,X,OLD_000234,X,M,00004234,01,005,1,1,238,00008234,EA,1,1,1.000,REF_ELEMENT_4234,X,1000000000004234,MES_ROUT_4234,X,EXT_TASKLIST_4234
300,R,10004235,01,00004236,20250622,TECH_STATUS_15,CHG000000235,"","",20260212,USER_035,20260212,CHG_USER_035,003,PL16,HOLD,EA,36.000,135.000,006,004235,Routing for Material 0235,E,20260212,35,PROF035,K001,PL16,UDSET0035,004235,20260212,UDGRP0035,A001,001,1,SAMP0035,004235,X,0000004235,STR035,PKG035,000000000000100235,PL16,1,00005235,1,"",01,SETUP035,CLEAN035,1,20260212,00006235,X,00007235,004235,X,OLD_000235,X,M,00004235,01,001,1,1,239,00008235,EA,1,1,1.000,REF_ELEMENT_4235,X,1000000000004235,MES_ROUT_4235,X,EXT_TASKLIST_4235
100,N,10004236,02,00004237,20250621,TECH_STATUS_16,CHG000000236,"","",20260212,USER_036,20260212,CHG_USER_036,001,PL17,REL,EA,37.000,136.000,007,004236,Routing for Material 0236,E,20260212,36,PROF036,K001,PL17,UDSET0036,004236,20260212,UDGRP0036,R001,002,1,SAMP0036,004236,X,0000004236,STR036,PKG036,000000000000100236,PL17,1,00005236,1,"",01,SETUP036,CLEAN036,1,20260212,00006236,X,00007236,004236,X,OLD_000236,X,M,00004236,01,002,1,1,240,00008236,EA,1,1,1.000,REF_ELEMENT_4236,X,1000000000004236,MES_ROUT_4236,X,EXT_TASKLIST_4236
200,Q,10004237,03,00004238,20250620,TECH_STATUS_17,CHG000000237,"","",20260212,USER_037,20260212,CHG_USER_037,002,PL18,CRTD,EA,38.000,137.000,008,004237,Routing for Material 0237,E,20260212,37,PROF037,K001,PL18,UDSET0037,004237,20260212,UDGRP0037,A002,003,1,SAMP0037,004237,X,0000004237,STR037,PKG037,000000000000100237,PL18,1,00005237,1,"",01,SETUP037,CLEAN037,1,20260212,00006237,X,00007237,004237,X,OLD_000237,X,M,00004237,01,003,1,1,241,00008237,EA,1,1,1.000,REF_ELEMENT_4237,X,1000000000004237,MES_ROUT_4237,X,EXT_TASKLIST_4237
300,R,10004238,04,00004239,20250619,TECH_STATUS_18,CHG000000238,"","",20260212,USER_038,20260212,CHG_USER_038,003,PL19,INAC,EA,39.000,138.000,009,004238,Routing for Material 0238,E,20260212,38,PROF038,K001,PL19,UDSET0038,004238,20260212,UDGRP0038,A002,004,1,SAMP0038,004238,X,0000004238,STR038,PKG038,000000000000100238,PL19,1,00005238,1,"",01,SETUP038,CLEAN038,1,20260212,00006238,X,00007238,004238,X,OLD_000238,X,M,00004238,01,004,1,1,242,00008238,EA,1,1,1.000,REF_ELEMENT_4238,X,1000000000004238,MES_ROUT_4238,X,EXT_TASKLIST_4238
100,N,10004239,05,00004240,20250618,TECH_STATUS_19,CHG000000239,"","",20260212,USER_039,20260212,CHG_USER_039,001,PL20,HOLD,EA,40.000,139.000,010,004239,Routing for Material 0239,E,20260212,39,PROF039,K001,PL20,UDSET0039,004239,20260212,UDGRP0039,A002,005,1,SAMP0039,004239,X,0000004239,STR039,PKG039,000000000000100239,PL20,1,00005239,1,"",01,SETUP039,CLEAN039,1,20260212,00006239,X,00007239,004239,X,OLD_000239,X,M,00004239,01,005,1,1,243,00008239,EA,1,1,1.000,REF_ELEMENT_4239,X,1000000000004239,MES_ROUT_4239,X,EXT_TASKLIST_4239
200,Q,10004240,01,00004241,20250617,TECH_STATUS_00,CHG000000240,"",X,20260212,USER_040,20260212,CHG_USER_040,002,PL01,REL,EA,41.000,140.000,001,004240,Routing for Material 0240,E,20260212,40,PROF040,K001,PL01,UDSET0040,004240,20260212,UDGRP0040,A001,001,1,SAMP0040,004240,X,0000004240,STR040,PKG040,000000000000100240,PL01,1,00005240,1,X,01,SETUP040,CLEAN040,1,20260212,00006240,X,00007240,004240,X,OLD_000240,X,M,00004240,01,001,1,1,244,00008240,EA,1,1,1.000,REF_ELEMENT_4240,X,1000000000004240,MES_ROUT_4240,X,EXT_TASKLIST_4240
300,R,10004241,02,00004242,20250616,TECH_STATUS_01,CHG000000241,"","",20260212,USER_041,20260212,CHG_USER_041,003,PL02,CRTD,EA,42.000,141.000,002,004241,Routing for Material 0241,E,20260212,41,PROF041,K001,PL02,UDSET0041,004241,20260212,UDGRP0041,R001,002,1,SAMP0041,004241,X,0000004241,STR041,PKG041,000000000000100241,PL02,1,00005241,1,"",01,SETUP041,CLEAN041,1,20260212,00006241,X,00007241,004241,X,OLD_000241,X,M,00004241,01,002,1,1,245,00008241,EA,1,1,1.000,REF_ELEMENT_4241,X,1000000000004241,MES_ROUT_4241,X,EXT_TASKLIST_4241
100,N,10004242,03,00004243,20250615,TECH_STATUS_02,CHG000000242,"","",20260212,USER_042,20260212,CHG_USER_042,001,PL03,INAC,EA,43.000,142.000,003,004242,Routing for Material 0242,E,20260212,42,PROF042,K001,PL03,UDSET0042,004242,20260212,UDGRP0042,A002,003,1,SAMP0042,004242,X,0000004242,STR042,PKG042,000000000000100242,PL03,1,00005242,1,"",01,SETUP042,CLEAN042,1,20260212,00006242,X,00007242,004242,X,OLD_000242,X,M,00004242,01,003,1,1,246,00008242,EA,1,1,1.000,REF_ELEMENT_4242,X,1000000000004242,MES_ROUT_4242,X,EXT_TASKLIST_4242
200,Q,10004243,04,00004244,20250614,TECH_STATUS_03,CHG000000243,"","",20260212,USER_043,20260212,CHG_USER_043,002,PL04,HOLD,EA,44.000,143.000,004,004243,Routing for Material 0243,E,20260212,43,PROF043,K001,PL04,UDSET0043,004243,20260212,UDGRP0043,A002,004,1,SAMP0043,004243,X,0000004243,STR043,PKG043,000000000000100243,PL04,1,00005243,1,"",01,SETUP043,CLEAN043,1,20260212,00006243,X,00007243,004243,X,OLD_000243,X,M,00004243,01,004,1,1,247,00008243,EA,1,1,1.000,REF_ELEMENT_4243,X,1000000000004243,MES_ROUT_4243,X,EXT_TASKLIST_4243
300,R,10004244,05,00004245,20250613,TECH_STATUS_04,CHG000000244,"","",20260212,USER_044,20260212,CHG_USER_044,003,PL05,REL,EA,45.000,144.000,005,004244,Routing for Material 0244,E,20260212,44,PROF044,K001,PL05,UDSET0044,004244,20260212,UDGRP0044,A002,005,1,SAMP0044,004244,X,0000004244,STR044,PKG044,000000000000100244,PL05,1,00005244,1,"",01,SETUP044,CLEAN044,1,20260212,00006244,X,00007244,004244,X,OLD_000244,X,M,00004244,01,005,1,1,248,00008244,EA,1,1,1.000,REF_ELEMENT_4244,X,1000000000004244,MES_ROUT_4244,X,EXT_TASKLIST_4244
100,N,10004245,01,00004246,20250612,TECH_STATUS_05,CHG000000245,X,"",20260212,USER_045,20260212,CHG_USER_045,001,PL06,CRTD,EA,46.000,145.000,006,004245,Routing for Material 0245,E,20260212,45,PROF045,K001,PL06,UDSET0045,004245,20260212,UDGRP0045,A001,001,1,SAMP0045,004245,X,0000004245,STR045,PKG045,000000000000100245,PL06,1,00005245,1,"",01,SETUP045,CLEAN045,1,20260212,00006245,X,00007245,004245,X,OLD_000245,X,M,00004245,01,001,1,1,249,00008245,EA,1,1,1.000,REF_ELEMENT_4245,X,1000000000004245,MES_ROUT_4245,X,EXT_TASKLIST_4245
200,Q,10004246,02,00004247,20250611,TECH_STATUS_06,CHG000000246,"","",20260212,USER_046,20260212,CHG_USER_046,002,PL07,INAC,EA,47.000,146.000,007,004246,Routing for Material 0246,E,20260212,46,PROF046,K001,PL07,UDSET0046,004246,20260212,UDGRP0046,R001,002,1,SAMP0046,004246,X,0000004246,STR046,PKG046,000000000000100246,PL07,1,00005246,1,"",01,SETUP046,CLEAN046,1,20260212,00006246,X,00007246,004246,X,OLD_000246,X,M,00004246,01,002,1,1,250,00008246,EA,1,1,1.000,REF_ELEMENT_4246,X,1000000000004246,MES_ROUT_4246,X,EXT_TASKLIST_4246
300,R,10004247,03,00004248,20250610,TECH_STATUS_07,CHG000000247,"","",20260212,USER_047,20260212,CHG_USER_047,003,PL08,HOLD,EA,48.000,147.000,008,004247,Routing for Material 0247,E,20260212,47,PROF047,K001,PL08,UDSET0047,004247,20260212,UDGRP0047,A002,003,1,SAMP0047,004247,X,0000004247,STR047,PKG047,000000000000100247,PL08,1,00005247,1,"",01,SETUP047,CLEAN047,1,20260212,00006247,X,00007247,004247,X,OLD_000247,X,M,00004247,01,003,1,1,251,00008247,EA,1,1,1.000,REF_ELEMENT_4247,X,1000000000004247,MES_ROUT_4247,X,EXT_TASKLIST_4247
100,N,10004248,04,00004249,20250609,TECH_STATUS_08,CHG000000248,"","",20260212,USER_048,20260212,CHG_USER_048,001,PL09,REL,EA,49.000,148.000,009,004248,Routing for Material 0248,E,20260212,48,PROF048,K001,PL09,UDSET0048,004248,20260212,UDGRP0048,A002,004,1,SAMP0048,004248,X,0000004248,STR048,PKG048,000000000000100248,PL09,1,00005248,1,"",01,SETUP048,CLEAN048,1,20260212,00006248,X,00007248,004248,X,OLD_000248,X,M,00004248,01,004,1,1,252,00008248,EA,1,1,1.000,REF_ELEMENT_4248,X,1000000000004248,MES_ROUT_4248,X,EXT_TASKLIST_4248
200,Q,10004249,05,00004250,20250608,TECH_STATUS_09,CHG000000249,"","",20260212,USER_049,20260212,CHG_USER_049,002,PL10,CRTD,EA,50.000,149.000,010,004249,Routing for Material 0249,E,20260212,49,PROF049,K001,PL10,UDSET0049,004249,20260212,UDGRP0049,A002,005,1,SAMP0049,004249,X,0000004249,STR049,PKG049,000000000000100249,PL10,1,00005249,1,"",01,SETUP049,CLEAN049,1,20260212,00006249,X,00007249,004249,X,OLD_000249,X,M,00004249,01,005,1,1,253,00008249,EA,1,1,1.000,REF_ELEMENT_4249,X,1000000000004249,MES_ROUT_4249,X,EXT_TASKLIST_4249
300,R,10004250,01,00004251,20250607,TECH_STATUS_10,CHG000000250,"",X,20260212,USER_050,20260212,CHG_USER_050,003,PL11,INAC,EA,51.000,150.000,001,004250,Routing for Material 0250,E,20260212,0,PROF000,K001,PL11,UDSET0050,004250,20260212,UDGRP0050,A001,001,1,SAMP0050,004250,X,0000004250,STR000,PKG000,000000000000100250,PL11,1,00005250,1,"",01,SETUP050,CLEAN050,1,20260212,00006250,X,00007250,004250,X,OLD_000250,X,M,00004250,01,001,1,1,254,00008250,EA,1,1,1.000,REF_ELEMENT_4250,X,1000000000004250,MES_ROUT_4250,X,EXT_TASKLIST_4250
100,N,10004251,02,00004252,20250606,TECH_STATUS_11,CHG000000251,"","",20260212,USER_051,20260212,CHG_USER_051,001,PL12,HOLD,EA,52.000,151.000,002,004251,Routing for Material 0251,E,20260212,1,PROF001,K001,PL12,UDSET0051,004251,20260212,UDGRP0051,R001,002,1,SAMP0051,004251,X,0000004251,STR001,PKG001,000000000000100251,PL12,1,00005251,1,"",01,SETUP051,CLEAN051,1,20260212,00006251,X,00007251,004251,X,OLD_000251,X,M,00004251,01,002,1,1,255,00008251,EA,1,1,1.000,REF_ELEMENT_4251,X,1000000000004251,MES_ROUT_4251,X,EXT_TASKLIST_4251
200,Q,10004252,03,00004253,20250605,TECH_STATUS_12,CHG000000252,"","",20260212,USER_052,20260212,CHG_USER_052,002,PL13,REL,EA,53.000,152.000,003,004252,Routing for Material 0252,E,20260212,2,PROF002,K001,PL13,UDSET0052,004252,20260212,UDGRP0052,A002,003,1,SAMP0052,004252,X,0000004252,STR002,PKG002,000000000000100252,PL13,1,00005252,1,"",01,SETUP052,CLEAN052,1,20260212,00006252,X,00007252,004252,X,OLD_000252,X,M,00004252,01,003,1,1,256,00008252,EA,1,1,1.000,REF_ELEMENT_4252,X,1000000000004252,MES_ROUT_4252,X,EXT_TASKLIST_4252
300,R,10004253,04,00004254,20250604,TECH_STATUS_13,CHG000000253,"","",20260212,USER_053,20260212,CHG_USER_053,003,PL14,CRTD,EA,54.000,153.000,004,004253,Routing for Material 0253,E,20260212,3,PROF003,K001,PL14,UDSET0053,004253,20260212,UDGRP0053,A002,004,1,SAMP0053,004253,X,0000004253,STR003,PKG003,000000000000100253,PL14,1,00005253,1,"",01,SETUP053,CLEAN053,1,20260212,00006253,X,00007253,004253,X,OLD_000253,X,M,00004253,01,004,1,1,257,00008253,EA,1,1,1.000,REF_ELEMENT_4253,X,1000000000004253,MES_ROUT_4253,X,EXT_TASKLIST_4253
100,N,10004254,05,00004255,20250603,TECH_STATUS_14,CHG000000254,"","",20260212,USER_054,20260212,CHG_USER_054,001,PL15,INAC,EA,55.000,154.000,005,004254,Routing for Material 0254,E,20260212,4,PROF004,K001,PL15,UDSET0054,004254,20260212,UDGRP0054,A002,005,1,SAMP0054,004254,X,0000004254,STR004,PKG004,000000000000100254,PL15,1,00005254,1,"",01,SETUP054,CLEAN054,1,20260212,00006254,X,00007254,004254,X,OLD_000254,X,M,00004254,01,005,1,1,258,00008254,EA,1,1,1.000,REF_ELEMENT_4254,X,1000000000004254,MES_ROUT_4254,X,EXT_TASKLIST_4254
200,Q,10004255,01,00004256,20250602,TECH_STATUS_15,CHG000000255,"","",20260212,USER_055,20260212,CHG_USER_055,002,PL16,HOLD,EA,56.000,155.000,006,004255,Routing for Material 0255,E,20260212,5,PROF005,K001,PL16,UDSET0055,004255,20260212,UDGRP0055,A001,001,1,SAMP0055,004255,X,0000004255,STR005,PKG005,000000000000100255,PL16,1,00005255,1,"",01,SETUP055,CLEAN055,1,20260212,00006255,X,00007255,004255,X,OLD_000255,X,M,00004255,01,001,1,1,259,00008255,EA,1,1,1.000,REF_ELEMENT_4255,X,1000000000004255,MES_ROUT_4255,X,EXT_TASKLIST_4255
