MANDT,EBELN,EBELP,ETENR,EINDT,SLFDT,LPEIN,MENGE,AMENG,WEMNG,WAMNG,UZEIT,BANFN,BNFPO,ESTKZ,QUNUM,QUPOS,MAHNZ,BEDAT,RSNUM,SERNR,FIXKZ,GLMNG,DABMG,CHARG,LICHA,CHKOM,VERID,ABART,MNG02,DAT01,ALTDT,MBDAT,MBUHR,LDDAT,LDUHR,TDDAT,TDUHR,WADAT,WAUHR,ELDAT,ELUHR,ANZSN,NODISP,HANDOVERDATE,HANDOVERTIME,KEY_ID,OTB_VALUE,OTB_CURR,OTB_RES_VALUE,OTB_SPEC_VALUE,OTB_STATUS,OTB_REASON,CHECK_TYPE,DL_ID,HANDOVER_DATE,NO_SCEM,DNG_DATE,DNG_TIME,CNCL_ANCMNT_DONE,DATESHIFT_NUMBER
300,4500000539,00010,0002,20250830,20250830,1,110.536,0,78.848,0,031025,PR01787956,00031,F,Q237363408,584,2,20250717,1669518498,SR476685,,78.848,31.688,BATCH9018,VEND_BATCH161233,,V709,2,110.536,20250830,20250828,20250830,024336,20250828,062814,20250827,232913,20250830,095915,20250831,120247,2,X,20250830,070138,2560033618041883,38389.27,INR,1579.16,4470.94,B,001,1,ffb730e464ef44ac99fc2f,20250830,,20250717,043553,,1
200,4500000539,00010,0003,20250418,20250418,2,110.536,0,44.482,0,111906,PR18933588,00036,F,Q591440698,203,0,20250326,6313861279,SR653965,X,44.482,66.054,BATCH4387,VEND_BATCH638961,,V864,1,110.536,20250418,20250414,20250418,150021,20250416,200838,20250415,151930,20250418,185020,20250419,104524,6,X,20250418,194217,8274648028950640,30594.57,INR,10216.09,2408.63,B,002,1,160663e437904d689e3c71,20250418,X,20250326,090700,X,5
200,4500000539,00020,0001,20250623,20250623,1,92.182,0,70.374,0,163209,PR58005587,00011,R,Q101778654,360,1,20250607,2147659100,SR886214,,70.374,21.808,BATCH5115,VEND_BATCH793759,,V533,1,92.182,20250623,20250618,20250623,154701,20250621,164158,20250620,123736,20250623,061245,20250624,041238,5,X,20250623,111038,2056565410069618,18001.2,INR,1950.49,2979.46,C,003,1,0cfafd59108a45ec8553b6,20250623,X,20250607,082458,,5
100,4500000539,00020,0002,20250621,20250621,2,92.182,0,60.49,0,140504,PR19995349,00016,R,Q343778061,127,0,20250507,4097823786,SR423518,,60.49,31.692,BATCH3791,VEND_BATCH794030,,V991,2,92.182,20250621,20250619,20250621,013307,20250619,055055,20250618,232441,20250621,183403,20250622,205139,0,,20250621,232315,9622975706530068,43264.59,INR,18166.44,4585.81,B,001,2,72ce21115b1645e38239cc,20250621,,20250507,182833,X,2
400,4500000539,00020,0003,20260306,20260306,2,92.182,0,55.187,0,054311,PR17927486,00081,R,Q657387523,563,2,20260121,7030492556,SR622190,,55.187,36.995,BATCH0807,VEND_BATCH800077,X,V765,1,92.182,20260306,20260301,20260306,193611,20260304,115420,20260303,141950,20260306,030720,20260307,145433,10,,20260306,203148,9848144252743109,7136.69,INR,10985.55,3250.22,C,001,2,c85f7f85833f4d5b930d62,20260306,X,20260121,235750,X,4
100,4500000539,00030,0001,20250627,20250627,1,53.071,0,29.961,0,230701,PR68547035,00064,B,Q584275557,365,3,20250605,5864308641,SR393195,,29.961,23.11,BATCH9808,VEND_BATCH579572,X,V246,1,53.071,20250627,20250625,20250627,171420,20250625,062045,20250624,032618,20250627,044141,20250628,085046,10,X,20250627,040408,5925988031340155,28589.87,INR,4428.48,4391.94,C,001,2,2bf958f982d44c86aae8cb,20250627,,20250605,233406,X,3
300,4500000539,00030,0002,20251106,20251106,2,53.071,0,33.723,0,091412,PR50541100,00088,R,Q191898557,668,0,20251013,3907562973,SR132871,X,33.723,19.348,BATCH9283,VEND_BATCH853578,X,V523,3,53.071,20251106,20251104,20251106,110122,20251104,023448,20251103,060654,20251106,051508,20251107,054412,8,X,20251106,060421,8686610054149330,1612.99,INR,10417.91,2810.04,C,001,1,44ce49594c1a4057a6f4b3,20251106,X,20251013,061058,X,5
400,4500000539,00030,0003,20251102,20251102,2,53.071,0,52.497,0,151357,PR53303969,00083,B,Q346750531,021,1,20251028,9594714113,SR696211,,52.497,0.574,BATCH7094,VEND_BATCH338999,,V374,1,53.071,20251102,20251101,20251102,041907,20251031,154119,20251030,092841,20251102,085804,20251103,125136,2,X,20251102,150007,5403429822914221,8294.73,INR,13197.5,3562.12,B,002,1,0f0c2f073b0741e489f64f,20251102,X,20251028,203941,X,5
200,4500000539,00040,0001,20260313,20260313,2,75.39,0,50.968,0,184435,PR85657786,00047,B,Q898556223,622,0,20260131,6278034950,SR546156,X,50.968,24.422,BATCH3763,VEND_BATCH689269,X,V348,2,75.39,20260313,20260308,20260313,014240,20260311,165430,20260310,122802,20260313,153434,20260314,163319,5,,20260313,065435,3041280966833790,16834.77,INR,6365.91,3254.64,B,002,2,0311ee63157340c68e8e70,20260313,X,20260131,122310,X,3
400,4500000539,00040,0002,20260220,20260220,2,75.39,0,69.039,0,092457,PR94167189,00051,B,Q652653920,033,1,20260120,9268222542,SR299887,,69.039,6.351,BATCH9034,VEND_BATCH429076,X,V673,1,75.39,20260220,20260219,20260220,095735,20260218,082229,20260217,092651,20260220,115309,20260221,101346,2,,20260220,115100,8145614023387664,4643.56,INR,17719.57,2874.38,C,001,2,0125547de710447882a128,20260220,,20260120,115617,X,4
400,4500000539,00040,0003,20250823,20250823,1,75.39,0,64.271,0,073552,PR09786017,00047,R,Q569758379,867,3,20250809,4405006426,SR691463,,64.271,11.119,BATCH4015,VEND_BATCH320019,,V591,2,75.39,20250823,20250818,20250823,001603,20250821,104026,20250820,213006,20250823,214642,20250824,014512,0,X,20250823,061727,5279804640085192,23936.59,INR,7632.57,3255.46,B,002,2,aa9df65aa18542f78572f6,20250823,X,20250809,195025,X,0
200,4500000539,00050,0001,20250913,20250913,2,85.004,0,54.322,0,092345,PR75032226,00015,B,Q803587737,266,2,20250818,1103642081,SR666297,X,54.322,30.682,BATCH6353,VEND_BATCH826417,,V644,1,85.004,20250913,20250909,20250913,121739,20250911,105210,20250910,120923,20250913,005915,20250914,120548,6,X,20250913,160637,8301030509237877,31995.94,INR,13705.13,4604.12,C,001,2,074d53cf5fbc494a978a2e,20250913,,20250818,001148,,1
200,4500000539,00050,0002,20250924,20250924,1,85.004,0,66.048,0,072050,PR67424209,00076,F,Q723345167,881,0,20250914,9841300739,SR248345,X,66.048,18.956,BATCH5587,VEND_BATCH707809,X,V099,3,85.004,20250924,20250923,20250924,005824,20250922,103305,20250921,203055,20250924,042814,20250925,221801,2,,20250924,050709,1781013436628348,29321.26,INR,14990.47,878.22,A,002,2,9051c3da6bdd417192b009,20250924,X,20250914,093904,X,0
200,4500000539,00050,0003,20250826,20250826,1,85.004,0,47.922,0,115547,PR49449024,00073,B,Q205890781,545,3,20250804,9638194910,SR803062,,47.922,37.082,BATCH8626,VEND_BATCH894925,X,V354,3,85.004,20250826,20250822,20250826,070230,20250824,174239,20250823,150158,20250826,220452,20250827,045017,5,X,20250826,020057,6802907508009111,18119.59,INR,5725.58,2897.87,B,003,1,a9fba425e6804abbb8492b,20250826,X,20250804,055530,,0
400,4500000540,00010,0001,20251014,20251014,2,139.722,0,117.398,0,103914,PR76030537,00021,F,Q518530566,311,3,20250930,3034344829,SR248898,,117.398,22.324,BATCH2767,VEND_BATCH316914,,V118,2,139.722,20251014,20251009,20251014,001540,20251012,194615,20251011,121941,20251014,011229,20251015,065320,2,X,20251014,124818,8320418947452917,10300.55,INR,4215.1,261.97,C,001,2,6f408d229d45439eae86e9,20251014,,20250930,053515,X,4
300,4500000540,00010,0002,20250907,20250907,2,139.722,0,69.129,0,105914,PR11604419,00056,B,Q894819773,899,0,20250821,6453142975,SR130272,X,69.129,70.593,BATCH2107,VEND_BATCH830208,,V791,1,139.722,20250907,20250905,20250907,060314,20250905,195600,20250904,020218,20250907,044130,20250908,124107,8,X,20250907,135806,5180420000369068,25775.65,INR,18799.4,4536.82,C,003,2,948ce3ecee324c718f1dd1,20250907,X,20250821,141302,X,0
400,4500000540,00020,0001,20250329,20250329,1,75.025,0,59.142,0,075657,PR12263736,00061,F,Q986847459,942,3,20250305,1261905438,SR851496,,59.142,15.883,BATCH1842,VEND_BATCH811530,X,V086,1,75.025,20250329,20250324,20250329,065513,20250327,024251,20250326,110458,20250329,024442,20250330,183127,1,,20250329,152116,4600459799174612,5054.72,INR,16592.55,177.47,B,001,2,7a73695c2a0c4409977ebc,20250329,,20250305,021156,,0
300,4500000540,00020,0002,20250616,20250616,1,75.025,0,48.88,0,163957,PR71003879,00037,B,Q042664397,085,0,20250603,2434004653,SR835355,,48.88,26.145,BATCH7739,VEND_BATCH670907,,V908,1,75.025,20250616,20250615,20250616,142746,20250614,213810,20250613,181349,20250616,161522,20250617,051349,1,X,20250616,054014,8291614836248408,34531.3,INR,18690.63,282.59,C,001,1,fba20f555a7f4c6fa08927,20250616,X,20250603,064257,,0
200,4500000540,00020,0003,20260206,20260206,1,75.025,0,62.452,0,113150,PR17851195,00019,F,Q275817901,398,0,20260102,6257399049,SR421947,,62.452,12.573,BATCH6563,VEND_BATCH180583,,V808,3,75.025,20260206,20260204,20260206,084526,20260204,212227,20260203,032746,20260206,225142,20260207,153447,6,X,20260206,121452,2171240886153308,38226.86,INR,16140.33,4875.27,C,001,2,ab760be17b3c45aaa9777b,20260206,X,20260102,165224,X,5
200,4500000540,00030,0001,20250311,20250311,1,123.848,0,117.063,0,042033,PR56844799,00053,B,Q534751229,580,3,20250211,2662263714,SR474176,,117.063,6.785,BATCH3671,VEND_BATCH036125,X,V359,2,123.848,20250311,20250308,20250311,010937,20250309,214109,20250308,085455,20250311,013151,20250312,162545,6,,20250311,203459,1377428995910181,17569.39,INR,1191.93,2001.43,B,003,1,634a362c9d694b96b50dbe,20250311,X,20250211,114356,X,2
200,4500000540,00030,0002,20250502,20250502,1,123.848,0,113.251,0,130125,PR74363547,00058,B,Q622210144,415,1,20250415,1988520553,SR400107,X,113.251,10.597,BATCH7284,VEND_BATCH912756,X,V793,3,123.848,20250502,20250501,20250502,021647,20250430,100225,20250429,145016,20250502,075009,20250503,033631,6,X,20250502,131223,9594595052543591,13577.31,INR,13914.61,2378.83,B,001,1,f110a7d085894f12a4297a,20250502,,20250415,055230,,4
200,4500000540,00040,0001,20250924,20250924,1,440.159,0,432.371,0,051300,PR01829464,00037,B,Q301442785,604,1,20250902,6729279761,SR804064,,432.371,7.788,BATCH9316,VEND_BATCH467272,,V871,1,440.159,20250924,20250922,20250924,040032,20250922,071244,20250921,013905,20250924,013429,20250925,115516,2,,20250924,195431,9225579028555786,18902.72,INR,8488.65,1981.49,A,001,1,fb4293cee8164530a5a7e8,20250924,X,20250902,143737,,3
100,4500000540,00050,0001,20251103,20251103,1,162.658,0,116.235,0,180932,PR18323058,00075,R,Q042276480,907,1,20251005,9813776201,SR897438,X,116.235,46.423,BATCH1255,VEND_BATCH155710,,V752,1,162.658,20251103,20251102,20251103,112106,20251101,090656,20251031,211304,20251103,074247,20251104,153842,0,,20251103,071017,8554737672380041,20716.95,INR,16211.46,4945.83,A,001,1,bd2fc1804a11438da13403,20251103,X,20251005,052211,,4
400,4500000541,00010,0001,20260116,20260116,1,425.993,0,387.571,0,025020,PR91929434,00031,R,Q252512410,162,3,20251212,6508499803,SR352419,X,387.571,38.422,BATCH2104,VEND_BATCH339372,,V662,2,425.993,20260116,20260111,20260116,230836,20260114,114112,20260113,143623,20260116,172118,20260117,132627,8,X,20260116,093157,9503293840224214,15037.57,INR,19933.12,1998.82,A,001,1,f8e6f4174b6d45ada7f87e,20260116,X,20251212,230132,X,5
100,4500000541,00020,0001,20251126,20251126,2,144.097,0,122.759,0,022730,PR91146946,00021,R,Q523699285,933,3,20251102,9111703012,SR650193,X,122.759,21.338,BATCH2433,VEND_BATCH270260,,V816,1,144.097,20251126,20251122,20251126,161404,20251124,211338,20251123,012725,20251126,074434,20251127,102328,5,X,20251126,020916,3973990585963185,16315.77,INR,14081.02,2002.79,A,003,1,ec2af0263c3542358ee654,20251126,X,20251102,221334,,2
100,4500000541,00020,0002,20250701,20250701,2,144.097,0,135.373,0,120257,PR71773173,00041,B,Q334887891,688,1,20250620,2393329911,SR417982,,135.373,8.724,BATCH8188,VEND_BATCH361700,X,V981,1,144.097,20250701,20250626,20250701,023801,20250629,213725,20250628,174511,20250701,031812,20250702,051737,1,X,20250701,025329,4638912242228431,46115.43,INR,1977.56,1327.86,B,001,2,5845c5e7ce964728915a16,20250701,X,20250620,135434,,4
300,4500000541,00030,0001,20250607,20250607,2,91.68,0,50.178,0,234736,PR98885512,00059,F,Q413943159,150,2,20250528,2420649873,SR582337,X,50.178,41.502,BATCH4314,VEND_BATCH099416,,V314,1,91.68,20250607,20250606,20250607,143851,20250605,193114,20250604,195116,20250607,133155,20250608,100703,8,,20250607,073134,1695686302933168,13701.98,INR,6451.1,3391.05,A,002,2,94138802009a4b5b81cff3,20250607,,20250528,102240,X,2
100,4500000541,00040,0001,20251226,20251226,2,165.506,0,72.629,0,231342,PR03228404,00052,R,Q307036388,218,2,20251114,8921408521,SR202621,,72.629,92.877,BATCH3023,VEND_BATCH255341,X,V837,3,165.506,20251226,20251221,20251226,105431,20251224,211006,20251223,054239,20251226,073736,20251227,122238,6,X,20251226,012254,2832725460017838,43595.55,INR,5533.06,3076.76,B,001,2,7996457822524218b00862,20251226,,20251114,033052,X,0
200,4500000541,00040,0002,20250901,20250901,1,165.506,0,140.417,0,005436,PR90354580,00025,R,Q491300232,319,2,20250817,9084910007,SR298853,X,140.417,25.089,BATCH6987,VEND_BATCH434212,,V627,1,165.506,20250901,20250828,20250901,093408,20250830,132855,20250829,201943,20250901,213736,20250902,061520,1,,20250901,020837,2095210049673455,49979.43,INR,4590.74,4469.49,B,002,2,3e355c555cef4a67b24c8c,20250901,,20250817,004126,,2
200,4500000541,00040,0003,20260223,20260223,2,165.506,0,69.497,0,030832,PR38840628,00082,F,Q402014316,527,1,20260120,5567734458,SR961078,X,69.497,96.009,BATCH8007,VEND_BATCH527494,,V788,3,165.506,20260223,20260221,20260223,203427,20260221,233633,20260220,192546,20260223,095342,20260224,204546,6,,20260223,045624,8085744199130998,29763.68,INR,14080.11,1592.43,B,003,2,1f83ecabd930438b94517b,20260223,,20260120,112208,,2
300,4500000541,00050,0001,20251003,20251003,1,151.379,0,140.893,0,084541,PR06755645,00028,R,Q919785431,097,3,20250820,2134153511,SR182997,X,140.893,10.486,BATCH8941,VEND_BATCH407656,,V737,2,151.379,20251003,20250930,20251003,200255,20251001,005429,20250930,085241,20251003,234837,20251004,215038,3,,20251003,093846,6652905942727455,36689.11,INR,8400.36,569.65,C,001,2,49768a9edb1f44a2912fb3,20251003,X,20250820,233617,X,1
400,4500000541,00050,0002,20260314,20260314,1,151.379,0,72.153,0,020345,PR49260675,00065,F,Q133538551,576,0,20260204,1165419059,SR722382,,72.153,79.226,BATCH3800,VEND_BATCH274168,X,V756,1,151.379,20260314,20260309,20260314,150145,20260312,091909,20260311,083632,20260314,081939,20260315,071804,2,,20260314,152013,1939288861777933,42359.98,INR,5998.08,2189.31,A,001,1,935f2e86318848f58f5ab9,20260314,X,20260204,215140,,4
200,4500000542,00010,0001,20251009,20251009,2,216.865,0,187.448,0,095506,PR83735791,00031,B,Q068338653,893,0,20250902,7139393804,SR916487,X,187.448,29.417,BATCH8535,VEND_BATCH197701,,V584,1,216.865,20251009,20251006,20251009,164710,20251007,020217,20251006,054310,20251009,132143,20251010,054207,3,,20251009,200507,4237058976912319,11739.72,INR,12959.38,4511.74,B,002,2,e498101a6109445a81ca51,20251009,,20250902,213852,X,1
100,4500000542,00020,0001,20250519,20250519,1,35.195,0,22.263,0,133317,PR75067326,00070,R,Q419721799,875,3,20250506,1284293799,SR617842,X,22.263,12.932,BATCH7833,VEND_BATCH216580,X,V540,1,35.195,20250519,20250517,20250519,054137,20250517,131920,20250516,080231,20250519,090327,20250520,161225,3,,20250519,052256,5410483866067148,9923.81,INR,14816.94,517.29,C,003,2,a2d03a4e051b4769bacf20,20250519,,20250506,140925,,1
400,4500000542,00020,0002,20250524,20250524,2,35.195,0,24.113,0,121451,PR12202128,00060,F,Q917940375,052,1,20250418,8427652293,SR961597,X,24.113,11.082,BATCH3046,VEND_BATCH289706,,V468,3,35.195,20250524,20250519,20250524,171303,20250522,044044,20250521,205523,20250524,142556,20250525,171255,10,X,20250524,002308,4133005148911226,35509.83,INR,3984.5,271.2,B,002,1,53a1a88a84b7488181a817,20250524,,20250418,062317,,0
200,4500000542,00020,0003,20250824,20250824,2,35.195,0,24.796,0,031706,PR73463256,00065,B,Q622253931,497,1,20250817,1321390959,SR284819,X,24.796,10.399,BATCH6548,VEND_BATCH524551,,V515,1,35.195,20250824,20250820,20250824,150537,20250822,073759,20250821,114000,20250824,193931,20250825,042433,4,X,20250824,142230,4593690921406090,39100.95,INR,10018.39,369.73,A,001,1,c2143689669745d9ad4106,20250824,,20250817,092939,,0
300,4500000542,00030,0001,20251018,20251018,2,100.772,0,82.365,0,232054,PR13388428,00041,R,Q394658127,742,1,20251004,1053177067,SR682213,,82.365,18.407,BATCH7652,VEND_BATCH042782,,V457,3,100.772,20251018,20251017,20251018,004146,20251016,081654,20251015,161903,20251018,025935,20251019,061525,2,X,20251018,043634,7479395274645838,36607.65,INR,16885.68,2385.13,B,002,1,9c6707f38e9b44b097ba01,20251018,,20251004,193915,X,3
400,4500000542,00030,0002,20250917,20250917,2,100.772,0,41.669,0,040207,PR30643751,00062,F,Q089480494,206,1,20250817,2763479185,SR786307,X,41.669,59.103,BATCH7986,VEND_BATCH387660,X,V346,2,100.772,20250917,20250915,20250917,091724,20250915,233600,20250914,082936,20250917,193511,20250918,045728,3,X,20250917,164717,2354176860888198,31081.44,INR,8496.57,3404.86,A,001,1,1774c6d363cb4a7da85143,20250917,,20250817,205234,,0
200,4500000542,00040,0001,20260102,20260102,2,60.866,0,39.851,0,155415,PR74952024,00073,B,Q024133345,460,3,20251212,2332111465,SR782255,X,39.851,21.015,BATCH8008,VEND_BATCH932411,X,V206,1,60.866,20260102,20251231,20260102,153450,20251231,044303,20251230,053336,20260102,040258,20260103,164542,1,X,20260102,171258,6752563220220139,24301.92,INR,16901.8,3201.7,A,001,1,2ee110eb372540eab148ce,20260102,,20251212,073401,,5
200,4500000542,00040,0002,20250920,20250920,1,60.866,0,43.44,0,215417,PR62781019,00064,F,Q820975175,929,1,20250811,5437079889,SR984748,,43.44,17.426,BATCH3726,VEND_BATCH996937,X,V094,1,60.866,20250920,20250919,20250920,110850,20250918,024526,20250917,025107,20250920,053659,20250921,084942,0,X,20250920,182229,2440182777015428,43119.6,INR,16209.13,2784.49,A,001,2,9b027cfb6c9f478eae619a,20250920,,20250811,015004,,5
400,4500000542,00040,0003,20260312,20260312,2,60.866,0,52.223,0,232819,PR40759793,00013,F,Q917648938,848,1,20260201,5429553529,SR692481,,52.223,8.643,BATCH0629,VEND_BATCH379398,X,V016,2,60.866,20260312,20260311,20260312,022744,20260310,180838,20260309,163717,20260312,095858,20260313,162607,1,X,20260312,154430,4332186733261666,8415.55,INR,17134.99,4979.82,A,003,1,c4df9c3ff7ee4f24a65b6d,20260312,,20260201,083809,X,2
300,4500000542,00050,0001,20250331,20250331,2,247.032,0,158.746,0,012623,PR41782254,00054,B,Q061777804,100,3,20250303,8550577813,SR693896,X,158.746,88.286,BATCH9147,VEND_BATCH361998,,V542,1,247.032,20250331,20250328,20250331,155239,20250329,115852,20250328,091202,20250331,040830,20250401,202515,7,X,20250331,003155,9963264368544595,25478.29,INR,4279.73,3611.49,B,001,2,d1ea4aaec3e34a65af3e7b,20250331,X,20250303,071648,X,4
200,4500000542,00050,0002,20250614,20250614,1,247.032,0,143.079,0,010000,PR31135838,00025,F,Q319728502,567,1,20250530,4023205407,SR026389,,143.079,103.953,BATCH0932,VEND_BATCH136033,X,V008,1,247.032,20250614,20250611,20250614,173933,20250612,115609,20250611,182038,20250614,141458,20250615,042555,5,,20250614,061846,4480812514913921,46584.69,INR,19880.38,434.07,C,003,1,136a7566922d40ed8b60a9,20250614,,20250530,082135,,5
200,4500000543,00010,0001,20251008,20251008,2,456.672,0,285.907,0,235119,PR04947008,00067,B,Q286270690,567,0,20250829,6420727682,SR544851,,285.907,170.765,BATCH9947,VEND_BATCH268317,X,V700,2,456.672,20251008,20251005,20251008,032136,20251006,152413,20251005,155354,20251008,070538,20251009,193323,2,,20251008,004342,6940495114444589,15716.45,INR,8454.82,4085.39,C,001,1,63a264bbae73493dbd6957,20251008,X,20250829,235608,,5
100,4500000543,00020,0001,20260108,20260108,1,95.801,0,67.833,0,153702,PR45604405,00058,B,Q567074361,894,0,20251129,5394017803,SR649796,X,67.833,27.968,BATCH9423,VEND_BATCH574212,,V222,2,95.801,20260108,20260105,20260108,082121,20260106,111958,20260105,101536,20260108,193448,20260109,153135,8,,20260108,063452,4057010957077048,39615.09,INR,14745.7,2650.78,A,003,1,2ab77446bcca4b9dbb8c32,20260108,X,20251129,071029,X,1
100,4500000543,00020,0002,20251225,20251225,1,95.801,0,66.456,0,195649,PR57694531,00041,B,Q736113159,329,0,20251218,6758690871,SR035752,X,66.456,29.345,BATCH3652,VEND_BATCH028115,,V787,2,95.801,20251225,20251224,20251225,174220,20251223,053430,20251222,014115,20251225,033302,20251226,165513,6,,20251225,132035,8918555175726664,1447.71,INR,10117.07,4058.05,C,003,1,dbf0c3d518934a3da90c25,20251225,X,20251218,232109,,3
100,4500000543,00020,0003,20260308,20260308,2,95.801,0,83.176,0,132218,PR64811342,00048,B,Q471185360,999,2,20260206,3886961845,SR020749,X,83.176,12.625,BATCH6828,VEND_BATCH979007,X,V892,3,95.801,20260308,20260305,20260308,132001,20260306,094944,20260305,002647,20260308,204706,20260309,024541,3,X,20260308,001440,1803578333895804,23163.27,INR,13792.51,3061.86,A,001,1,c077310849784a12b2c4af,20260308,X,20260206,021150,,1
200,4500000543,00030,0001,20260129,20260129,1,152.619,0,68.551,0,122209,PR54118271,00039,F,Q444132785,422,3,20260124,3048095220,SR645116,,68.551,84.068,BATCH0324,VEND_BATCH901505,,V249,3,152.619,20260129,20260126,20260129,200927,20260127,144303,20260126,071616,20260129,142842,20260130,231826,10,X,20260129,014627,2781979829688284,23962.12,INR,16920.35,3194.45,A,001,2,59b6428b927a46aa8839ec,20260129,X,20260124,043105,,1
100,4500000543,00030,0002,20250517,20250517,1,152.619,0,77.279,0,073853,PR58067248,00018,R,Q266353956,909,2,20250412,9248800420,SR126841,X,77.279,75.34,BATCH1407,VEND_BATCH369474,X,V393,2,152.619,20250517,20250515,20250517,012058,20250515,030755,20250514,062721,20250517,214531,20250518,002533,2,X,20250517,003412,9014481388346912,17123.64,INR,11315.29,4740.06,C,001,1,5bffb24f5f734ab5a04ce7,20250517,,20250412,063512,X,3
400,4500000543,00030,0003,20251031,20251031,2,152.619,0,138.348,0,104406,PR06784800,00045,R,Q874996282,841,2,20251008,5642078399,SR837431,X,138.348,14.271,BATCH7792,VEND_BATCH115016,X,V271,3,152.619,20251031,20251030,20251031,071152,20251029,004700,20251028,072106,20251031,081948,20251101,030042,2,,20251031,035030,2172262624750376,47377.17,INR,7261.51,1566.96,B,001,2,33e8abf4ff374f40a0db8d,20251031,X,20251008,231940,X,2
300,4500000543,00040,0001,20260123,20260123,2,92.266,0,86.888,0,043919,PR42681464,00075,B,Q333169289,072,3,20260104,3916331488,SR261648,X,86.888,5.378,BATCH9863,VEND_BATCH781769,,V835,3,92.266,20260123,20260120,20260123,192704,20260121,101015,20260120,220338,20260123,145240,20260124,123616,3,X,20260123,200753,6337157238870204,26807.64,INR,4762.6,2221.7,C,003,2,305a24511456493b9abff1,20260123,,20260104,063504,,5
400,4500000543,00040,0002,20251030,20251030,2,92.266,0,66.529,0,123234,PR29807619,00015,F,Q973105101,725,3,20251006,2552722484,SR994736,,66.529,25.737,BATCH5498,VEND_BATCH415389,,V659,1,92.266,20251030,20251028,20251030,142233,20251028,142712,20251027,060051,20251030,152012,20251031,222404,2,,20251030,173435,8829402138315298,11573.22,INR,14537.19,244.73,B,003,2,63204f292f4248e1bdc443,20251030,,20251006,001849,,4
100,4500000543,00040,0003,20250417,20250417,2,92.266,0,86.293,0,031031,PR44001846,00075,F,Q313433246,078,0,20250315,7408971027,SR119023,X,86.293,5.973,BATCH6514,VEND_BATCH741712,,V507,3,92.266,20250417,20250414,20250417,003307,20250415,073545,20250414,163957,20250417,033708,20250418,024106,8,X,20250417,085144,9328110493258755,48915.52,INR,11297.68,3931.13,A,002,2,96030bb9380e4e3185a142,20250417,X,20250315,000502,X,2
200,4500000543,00050,0001,20250831,20250831,1,49.459,0,30.282,0,024227,PR68444900,00016,B,Q273746948,479,3,20250801,9210447234,SR820901,X,30.282,19.177,BATCH7808,VEND_BATCH117205,X,V282,1,49.459,20250831,20250829,20250831,100127,20250829,130537,20250828,103718,20250831,023035,20250901,205129,10,X,20250831,114625,2874678000166054,28807.13,INR,1866.73,3171.77,A,002,1,a9886561795040ccbd2a3e,20250831,,20250801,174830,,1
300,4500000543,00050,0002,20250904,20250904,1,49.459,0,48.989,0,013738,PR56674446,00069,F,Q888580522,342,2,20250725,9861960907,SR355228,X,48.989,0.47,BATCH1959,VEND_BATCH854515,X,V841,1,49.459,20250904,20250831,20250904,000238,20250902,223125,20250901,130358,20250904,083847,20250905,115144,0,,20250904,075108,8109986024480433,40688.98,INR,12936.8,3537.17,A,001,1,5b243478894840a4a0115c,20250904,X,20250725,232548,,2
100,4500000544,00010,0001,20250601,20250601,1,262.203,0,118.106,0,010941,PR72276977,00013,R,Q695542175,482,0,20250510,8248663574,SR192262,,118.106,144.097,BATCH5385,VEND_BATCH444576,,V679,1,262.203,20250601,20250531,20250601,155530,20250530,225350,20250529,165556,20250601,084836,20250602,200736,1,X,20250601,200817,7858510534902737,38771.15,INR,13402.26,4456.66,B,002,2,551e13fb46a14fea89dd3c,20250601,,20250510,064813,,4
400,4500000544,00020,0001,20250414,20250414,2,122.768,0,58.527,0,195457,PR55215056,00012,F,Q290546816,127,0,20250328,1921084251,SR634711,X,58.527,64.241,BATCH5521,VEND_BATCH880771,,V131,3,122.768,20250414,20250411,20250414,230649,20250412,222746,20250411,003924,20250414,024409,20250415,131532,10,X,20250414,051336,9796309613397867,31401.15,INR,15834.09,1773.1,C,001,2,47e9f37c4db14488a22970,20250414,X,20250328,133629,X,0
200,4500000544,00020,0002,20250414,20250414,1,122.768,0,92.372,0,212258,PR61960918,00072,R,Q279284506,008,0,20250409,5982981206,SR786522,,92.372,30.396,BATCH6960,VEND_BATCH621722,,V296,3,122.768,20250414,20250409,20250414,061145,20250412,203949,20250411,213633,20250414,041919,20250415,142502,1,X,20250414,222651,3357422031786961,46479.12,INR,9640.29,1729.5,A,003,2,e72e37ce265a4f94ad2b87,20250414,,20250409,204024,,5
300,4500000544,00030,0001,20250912,20250912,1,81.283,0,61.344,0,210923,PR03494889,00010,F,Q702487529,414,0,20250811,9699471906,SR509193,,61.344,19.939,BATCH5347,VEND_BATCH437599,X,V650,3,81.283,20250912,20250911,20250912,215356,20250910,050444,20250909,135210,20250912,013058,20250913,030242,0,X,20250912,124229,8022014040763452,1150.58,INR,8310.4,1125.54,B,001,2,2bcc1f4572964c68a98f66,20250912,,20250811,224228,X,4
